gender,birthday,days_watched,mean_score,watching,completed,on_hold,dropped,plan_to_watch,total_entries,rewatched,episodes_watched,score,genres,keywords,type,episodes,aired,premiered,status,producers,studios,source,duration,rating_y,rank,popularity,favorites,scored_by,members,duration_class,episodes_class,rating
Female,1987-12-31,197.2,6.28,16,488,35,18,2,559,283,12349,8.7,,,OVA,4.0,,,Finished Airing,Aniplex,Studio Deen,Manga,29.0,R - 17+ (violence & profanity),61,913,6368,141643,286017,long,short,high
Female,1987-12-31,197.2,6.28,16,488,35,18,2,559,283,12349,8.36,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Original,24.0,PG-13 - Teens 13 or older,231,45,111650,1147758,1919766,standard,long,low
Female,1987-12-31,197.2,6.28,16,488,35,18,2,559,283,12349,8.56,,,Movie,1.0,,,Finished Airing,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, King Records, Audio Tanaka","Gainax, Production I.G",Original,86.0,R+ - Mild Nudity,116,177,30573,657356,985033,long,short,low
Female,1987-12-31,197.2,6.28,16,488,35,18,2,559,283,12349,7.88,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Sotsu, Marvelous Entertainment, Starchild Records, Media Factory, DAX Production",Studio Comet,Manga,23.0,PG-13 - Teens 13 or older,866,772,5299,152534,337235,standard,long,medium
Female,1987-12-31,197.2,6.28,16,488,35,18,2,559,283,12349,7.75,,,TV,22.0,,spring,Finished Airing,"Group TAC, Rondo Robe, Fuji TV, Pioneer LDC, Rakuonsha, Geneon Entertainment USA",Madhouse,Original,23.0,R+ - Mild Nudity,1184,974,5356,60447,269302,standard,medium,low
,,11.7,9.25,0,52,0,0,0,52,0,706,7.05,,,Movie,1.0,,,Finished Airing,"Mainichi Broadcasting System, TOHO, TYO Animations, TYO, Geneon Entertainment",Digital Frontier,Manga,105.0,R - 17+ (violence & profanity),4190,2663,185,42381,76310,long,short,high
,,11.7,9.25,0,52,0,0,0,52,0,706,6.71,,,TV,26.0,,summer,Finished Airing,"Lantis, King Records","feel., Zexcs",Visual novel,23.0,PG-13 - Teens 13 or older,5907,2625,199,31394,78025,standard,long,high
,,11.7,9.25,0,52,0,0,0,52,0,706,7.4,,,TV,12.0,,fall,Finished Airing,"Mellow Head, Pony Canyon, TBS, Memory-Tech",Nomad,Manga,24.0,PG-13 - Teens 13 or older,2397,1227,2063,99933,212750,standard,medium,unknown
,,11.7,9.25,0,52,0,0,0,52,0,706,8.7,,,OVA,4.0,,,Finished Airing,Aniplex,Studio Deen,Manga,29.0,R - 17+ (violence & profanity),61,913,6368,141643,286017,long,short,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,6.94,,,TV,26.0,,spring,Finished Airing,"Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2",Bee Train,Original,24.0,PG-13 - Teens 13 or older,4663,1369,1432,86289,189123,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.05,,,Movie,1.0,,,Finished Airing,"Mainichi Broadcasting System, TOHO, TYO Animations, TYO, Geneon Entertainment",Digital Frontier,Manga,105.0,R - 17+ (violence & profanity),4190,2663,185,42381,76310,long,short,medium
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,6.71,,,TV,26.0,,summer,Finished Airing,"Lantis, King Records","feel., Zexcs",Visual novel,23.0,PG-13 - Teens 13 or older,5907,2625,199,31394,78025,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.26,,,TV,26.0,,spring,Finished Airing,"Dentsu, TV Tokyo Music",Bones,Manga,24.0,PG-13 - Teens 13 or older,3093,3026,319,29701,60955,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.88,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Sotsu, Marvelous Entertainment, Starchild Records, Media Factory, DAX Production",Studio Comet,Manga,23.0,PG-13 - Teens 13 or older,866,772,5299,152534,337235,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,8.05,,,TV,26.0,,spring,Finished Airing,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,4-koma manga,24.0,PG-13 - Teens 13 or older,597,637,8520,171769,396272,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,medium
,,48.4,8.23,1,97,14,2,13,127,0,2809,6.94,,,TV,26.0,,spring,Finished Airing,"Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2",Bee Train,Original,24.0,PG-13 - Teens 13 or older,4663,1369,1432,86289,189123,standard,long,high
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.17,,,TV,24.0,,spring,Finished Airing,OB Planning,A.C.G.T.,Manga,27.0,PG-13 - Teens 13 or older,444,1276,1389,113204,202660,long,long,unknown
,,48.4,8.23,1,97,14,2,13,127,0,2809,7.26,,,TV,26.0,,spring,Finished Airing,"Dentsu, TV Tokyo Music",Bones,Manga,24.0,PG-13 - Teens 13 or older,3093,3026,319,29701,60955,standard,long,high
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,medium
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.7,,,OVA,4.0,,,Finished Airing,Aniplex,Studio Deen,Manga,29.0,R - 17+ (violence & profanity),61,913,6368,141643,286017,long,short,unknown
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.36,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Original,24.0,PG-13 - Teens 13 or older,231,45,111650,1147758,1919766,standard,long,high
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.56,,,Movie,1.0,,,Finished Airing,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, King Records, Audio Tanaka","Gainax, Production I.G",Original,86.0,R+ - Mild Nudity,116,177,30573,657356,985033,long,short,medium
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.05,,,TV,26.0,,spring,Finished Airing,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,4-koma manga,24.0,PG-13 - Teens 13 or older,597,637,8520,171769,396272,standard,long,high
,,48.4,8.23,1,97,14,2,13,127,0,2809,7.6,,,TV,24.0,,fall,Finished Airing,"Lantis, Kadokawa Shoten, Fuji TV",Gonzo,Manga,23.0,R - 17+ (violence & profanity),1593,1135,1943,106056,232423,standard,long,low
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.55,,,Movie,1.0,,,Finished Airing,"Fuji TV, Sony Music Entertainment",Gallop,Manga,90.0,R - 17+ (violence & profanity),1786,3218,96,28310,54281,long,short,medium
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.7,,,OVA,4.0,,,Finished Airing,Aniplex,Studio Deen,Manga,29.0,R - 17+ (violence & profanity),61,913,6368,141643,286017,long,short,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.05,,,TV,26.0,,spring,Finished Airing,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,4-koma manga,24.0,PG-13 - Teens 13 or older,597,637,8520,171769,396272,standard,long,low
,,22.9,8.01,2,67,11,0,0,80,0,1295,6.94,,,TV,26.0,,spring,Finished Airing,"Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2",Bee Train,Original,24.0,PG-13 - Teens 13 or older,4663,1369,1432,86289,189123,standard,long,low
,,22.9,8.01,2,67,11,0,0,80,0,1295,7.05,,,Movie,1.0,,,Finished Airing,"Mainichi Broadcasting System, TOHO, TYO Animations, TYO, Geneon Entertainment",Digital Frontier,Manga,105.0,R - 17+ (violence & profanity),4190,2663,185,42381,76310,long,short,medium
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.05,,,TV,26.0,,spring,Finished Airing,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,4-koma manga,24.0,PG-13 - Teens 13 or older,597,637,8520,171769,396272,standard,long,medium
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,7.31,,,TV,23.0,,fall,Finished Airing,"GDH, Dentsu, TBS, Sotsu Music Publishing, Future Vision Music",Gonzo,Manga,24.0,PG-13 - Teens 13 or older,2834,942,1810,131754,277502,standard,medium,medium
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.4,,,TV,12.0,,fall,Finished Airing,"Mellow Head, Pony Canyon, TBS, Memory-Tech",Nomad,Manga,24.0,PG-13 - Teens 13 or older,2397,1227,2063,99933,212750,standard,medium,medium
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.31,,,TV,23.0,,fall,Finished Airing,"GDH, Dentsu, TBS, Sotsu Music Publishing, Future Vision Music",Gonzo,Manga,24.0,PG-13 - Teens 13 or older,2834,942,1810,131754,277502,standard,medium,low
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,6.94,,,TV,26.0,,spring,Finished Airing,"Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2",Bee Train,Original,24.0,PG-13 - Teens 13 or older,4663,1369,1432,86289,189123,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.31,,,TV,23.0,,fall,Finished Airing,"GDH, Dentsu, TBS, Sotsu Music Publishing, Future Vision Music",Gonzo,Manga,24.0,PG-13 - Teens 13 or older,2834,942,1810,131754,277502,standard,medium,medium
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.55,,,Movie,1.0,,,Finished Airing,"Fuji TV, Sony Music Entertainment",Gallop,Manga,90.0,R - 17+ (violence & profanity),1786,3218,96,28310,54281,long,short,medium
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.7,,,OVA,4.0,,,Finished Airing,Aniplex,Studio Deen,Manga,29.0,R - 17+ (violence & profanity),61,913,6368,141643,286017,long,short,unknown
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,8.05,,,TV,26.0,,spring,Finished Airing,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,4-koma manga,24.0,PG-13 - Teens 13 or older,597,637,8520,171769,396272,standard,long,medium
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.6,,,TV,24.0,,fall,Finished Airing,"Lantis, Kadokawa Shoten, Fuji TV",Gonzo,Manga,23.0,R - 17+ (violence & profanity),1593,1135,1943,106056,232423,standard,long,high
Male,1989-10-01,172.0,7.56,187,487,28,28,246,976,3,10361,7.05,,,Movie,1.0,,,Finished Airing,"Mainichi Broadcasting System, TOHO, TYO Animations, TYO, Geneon Entertainment",Digital Frontier,Manga,105.0,R - 17+ (violence & profanity),4190,2663,185,42381,76310,long,short,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.73,"Action, Adventure, Fantasy","coveted one piece treasure, prized one piece, together embracing perils, sailed dangerous seas, faces numerous challenges, luffy gathers one, although luffy lacks, countless powerful pirates, luffy ends, unbreakable spirit, terrible whirlpool, superhuman ability, resolutely pursues, pirates title, never return, mal rewrite, looking teenager, lifetime adventure, kind companions, formidable adversary, fearsome pirates, ever since, daring everyone, carefree monkey, big smile, barely surviving, ambitious endeavor, proper ship, late king, luffy, pirates, ship, king, written, world, wonders, whereabouts, unmatched, underestimated, stirred, sea, roger, riches, pirate, passing, obtain, naive, many, make, join, inspiration, hoard, gol, face, endowed, disclosing, despite, death, crew, comes, battle, barrel, attack, also, aboard",TV,25.0,"Oct 20, 1999 to ?",fall,Currently Airing,"Fuji TV, TAP, Shueisha",Toei Animation,Manga,24.0,PG-13 - Teens 13 or older,51,17,236798,1432316,2519689,standard,long,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.7,,,OVA,4.0,,,Finished Airing,Aniplex,Studio Deen,Manga,29.0,R - 17+ (violence & profanity),61,913,6368,141643,286017,long,short,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.31,,,TV,23.0,,fall,Finished Airing,"GDH, Dentsu, TBS, Sotsu Music Publishing, Future Vision Music",Gonzo,Manga,24.0,PG-13 - Teens 13 or older,2834,942,1810,131754,277502,standard,medium,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,6.94,,,TV,26.0,,spring,Finished Airing,"Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2",Bee Train,Original,24.0,PG-13 - Teens 13 or older,4663,1369,1432,86289,189123,standard,long,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.31,,,TV,24.0,,winter,Finished Airing,"Bandai Visual, TBS, Imagine",AIC,Manga,24.0,PG-13 - Teens 13 or older,2829,1547,1149,79383,165582,standard,long,low
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.05,,,TV,26.0,,spring,Finished Airing,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,4-koma manga,24.0,PG-13 - Teens 13 or older,597,637,8520,171769,396272,standard,long,low
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.54,Sports,"kyousuke must either remain steadfast, japanese soccer star seisuke kanou, jouyou akanegaoka high school, kyousuke vows never, recognize kyousuke, soccer player, play soccer, play soccer, soccer team, mori kazuto, miki tsujiwaki, mal rewrite, freshman year, fallen behind, best striker, always expected, younger brother, kyousuke, team, brother, brother, —, written, world, want, success, sport, shadow, see, return, reignite, reasons, proved, potential, pace, opportunity, meet, manager, loved, lives, however, grow, girls, game, flame, expectation, entering, difficult, decision, captain, boys, become, allow, abandon",TV,52.0,"Sep 11, 2002 to Sep 10, 2003",fall,Finished Airing,,Nippon Animation,Manga,23.0,PG-13 - Teens 13 or older,1825,4661,244,13915,26104,standard,long,medium
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.6,"Action, Adventure, Drama, Fantasy, Horror","young traveling mercenary characterized, falcon dominate every battle, two duel yet, two days later, something menacing lurks, guts crushes many, three years, one group, one day, one blow, never stays, mal rewrite, long —, life forever, large groups, large greatsword, immense strength, fresh injuries, black swordsman, become one, accepts jobs, guts wakes, combat prowess, change guts, griffith defeats, confronts griffith, guts loses, loses, guts, guts, guts, guts, guts, guts, falcon, falcon, falcon, falcon, falcon, combat, griffith, griffith, griffith, griffith, written, time, time, threatening, takes, takes, taken, shadows, second, recover, partake, others, offer, money, members, match, man, leadership, leader, known, join, job, interest, inducted, incapacitated, founder, fight, enemies, encounters, duels, due, condition, completing, commanders, carries, camp, battlefield, band, band, band, band, band, band, ambushed",TV,25.0,"Oct 8, 1997 to Apr 1, 1998",fall,Finished Airing,"VAP, Hakusensha, Nippon Television Network",OLM,Manga,23.0,R+ - Mild Nudity,97,302,29745,384481,715799,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,8.89,"Drama, Mystery, Suspense","young boy johan liebert instead, seemingly small event changes dr, elite neurosurgeon recently engaged, similar situation arises, poor immigrant worker, nine years later, past comes back, saving brain surgery, instead perform life, hospital director telling, hospital director applaud, tenma — losing, perform surgery, perform surgery, hospital director, hospital director, hospital hierarchy, social standing, serious ramifications, mysterious death, mal rewrite, make amends, life forever, havoc spread, famous performer, comes face, choice leads, tenma stands, tenma saves, kenzou tenma, causing dr, switch patients, fellow doctors, one night, director, —, life, tenma, tenma, tenma, dr, dr, dr, dr, dr, switch, face, doctors, one, one, written, well, way, unfortunately, two, town, someone, saved, restored, released, quest, pursuit, preparing, position, position, operated, must, monster, mayor, however, haunt, ground, goes, gets, fiancée, evidence, embark, dead, daughter, crisis, criminal, convict, conscience, chooses, call, attain, ascending, accomplishment",TV,74.0,"Apr 7, 2004 to Sep 28, 2005",spring,Finished Airing,"VAP, Nippon Television Network",Madhouse,Manga,24.0,R+ - Mild Nudity,22,123,57446,465294,1225941,standard,long,high
Male,1985-03-04,142.3,7.37,1,233,8,93,64,399,60,8481,7.48,"Action, Drama, Sci-Fi, Suspense","angels — colossal malevolent entities, second impact befell mankind, young boy finds, shattered familial bonds, giant machine capable, catastrophic event known, father gendou ikari, third impact, gendou since, father wishes, beings known, year 2015, thrust headlong, teenager shinji, shinji presumes, passed since, mal rewrite, greatest threat, evangelion unit, could affect, humanity forever, angels, mankind, humanity, humanity, written, wiping, wave, wave, triggering, tokyo, time, struggle, separated, select, rest, repair, recovery, plan, pilot, mother, middle, learned, intention, instead, future, forced, fighting, discovers, decade, death, city, caught, called, brought, battle, 3, 01",Movie,1.0,"Mar 15, 1997",,Finished Airing,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, Audio Tanaka","Gainax, Production I.G, Tatsunoko Production",Original,104.0,R - 17+ (violence & profanity),2075,962,767,150545,271630,long,short,high
